식품명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
피자_치킨바베큐 피자 밀도우 (L),108,7.72,,
피자_치킨바베큐 피자 밀도우 (R),72,5.16,,
피자_치킨바베큐 피자 씬도우 (L),108,7.73,,
피자_치킨바베큐 피자 씬도우 (R),72,5.15,,
피자_치킨바베큐 피자밀도우(L),108,7.72,,
피자_치킨바베큐 피자밀도우(R),72,5.16,,
피자_치킨바베큐 피자씬도우(L),108,7.73,,
피자_치킨바베큐 피자씬도우(R),72,5.15,,
피자_치킨바베큐(R),202,12.04,,
피자_치킨바베큐(XL),267,15.93,,
피자_치킨바비큐 피자 (L),236,17.48,,
피자_치킨인볼케이노 피자 (L),224,16.0,,
피자_치킨인볼케이노 피자 (M),235,18.3,,
피자_치킨퀘사디아 피자,258,14.07,8.28,31.16
피자_치킨퀘사디아피자,232,12.1,,
피자_치킨텐더 피자 (L),218,12.75,,
피자_치킨텐더 피자 (M),217,13.08,,
피자_치킨할라피뇨 피자 골드스윗 (G),279,12.5,,
피자_치킨할라피뇨 피자 골드스윗 (L),276,15.18,,
피자_치킨할라피뇨 피자 골드스윗 (R),272,14.57,,
피자_치킨할라피뇨 피자 리코타링 (G),283,12.5,,
피자_치킨할라피뇨 피자 리코타링 (L),276,15.84,,
피자_치킨할라피뇨 피자 리코타링 (R),274,15.56,,
피자_치킨할라피뇨 피자 석쇠 (G),276,12.75,,
피자_치킨할라피뇨 피자 석쇠 (L),269,15.82,,
피자_치킨할라피뇨 피자 석쇠 (R),267,15.65,,
피자_치킨할라피뇨 피자 씬도우 (L),317,17.36,,
피자_치킨할라피뇨 피자 씬도우 (R),309,16.55,,
피자_치킨할라피뇨 피자 씬바샤삭 (L),317,17.36,,
피자_치킨할라피뇨 피자 씬바샤삭 (R),309,16.55,,
피자_치킨할라피뇨 피자 치즈링 (G),270,14.52,,
피자_치킨할라피뇨 피자 치즈링 (L),264,16.35,,
피자_치킨할라피뇨 피자 치즈링 (R),262,16.43,,
피자_치폴레미트피자오리지널,252,14.0,,
피자_치폴레쉬림프 (L),235,10.35,,
피자_치폴레쉬림프 피자,267,12.82,,
피자_치폴레쉬림프디트로이트,267,12.82,15.38,21.79
피자_칠리불갈비 피자 골드스윗 (L),279,14.41,,
피자_칠리불갈비 피자 골드스윗 (R),279,14.37,,
피자_칠리불갈비 피자 리코타링 (L),280,15.0,,
피자_칠리불갈비 피자 리코타링 (R),281,15.19,,
피자_칠리불갈비 피자 석쇠 (L),276,14.94,,
피자_칠리불갈비 피자 석쇠 (R),276,15.22,,
피자_칠리불갈비 피자 씬도우 (L),303,16.35,,
피자_칠리불갈비 피자 씬도우 (R),307,14.02,,
피자_칠리불갈비 피자 씬바샤삭 (L),303,16.35,,
피자_칠리불갈비 피자 씬바샤삭 (R),307,14.02,,
피자_칠리불갈비 피자 치즈링 (L),271,15.69,,
피자_칠리불갈비 피자 치즈링 (R),271,15.95,,
피자_칠리새우 피자 골드스윗 (L),275,13.24,,
피자_칠리새우 피자 골드스윗 (R),274,12.77,,
피자_칠리새우 피자 리코타링 (L),275,13.6,,
피자_칠리새우 피자 리코타링 (R),276,13.37,,
피자_칠리새우 피자 석쇠 (L),271,13.39,,
피자_칠리새우 피자 석쇠 (R),271,13.16,,
피자_칠리새우 피자 씬도우 (L),300,12.57,,
피자_칠리새우 피자 씬도우 (R),290,12.93,,
피자_칠리새우 피자 치즈링 (L),268,14.17,,
피자_칠리새우 피자 치즈링 (R),267,14.12,,
피자_칠리새우베이컨 피자 (XL),252,19.27,,
피자_칠리새우베이컨(R),189,14.47,,
피자_칠리새우베이컨(XL),252,19.27,,
피자_칠리쉬림프 피자 밀도우 (L),106,5.68,,
피자_칠리쉬림프 피자 밀도우 (R),71,3.76,,
피자_칠리쉬림프 피자 씬 (L),234,13.25,,
피자_칠리쉬림프 피자 씬 (R),234,12.9,,
피자_칠리쉬림프 피자 씬도우 (L),106,5.67,,
피자_칠리쉬림프 피자 씬도우 (R),71,3.78,,
피자_칠리쉬림프씬(L),234,13.03,,
피자_칠리쉬림프씬(R),234,12.2,,
피자_칠리하와이안피자 (1인),242,10.28,,
피자_캐리비안플러스 피자 (F),246,15.44,,
피자_캐리비안플러스 피자 (L),246,15.51,,
피자_캐리비안플러스 피자 (R),250,13.46,,
피자_케미콤보 피자,274,12.82,,
피자_케미콤보 피자 씬 (L),282,12.75,,
피자_케이준더블쉬림프 포켓 피자 노엣지 (L),231,11.59,,
피자_케이준더블쉬림프 포켓 피자 노엣지 (M),235,11.66,,
피자_케이준더블쉬림프 포켓 피자 리치골드 (L),258,12.24,,
피자_케이준더블쉬림프 포켓 피자 리치골드 (M),251,12.16,,
피자_케이준더블쉬림프 포켓 피자 치즈크러스트 (L),239,12.69,,
피자_케이준더블쉬림프 피자 더블치즈크러스트 (L),228,13.75,,
피자_케이준더블쉬림프 피자 더블치즈크러스트 (M),234,14.41,,
피자_케이준더블쉬림프 피자 리치골드 (L),226,12.05,,
피자_케이준더블쉬림프 피자 리치골드 M,232,12.26,,
피자_케이준더블쉬림프 피자 포켓 피자 치즈크러스트 (M),247,12.65,,
피자_케이준더블쉬림프 피자 포켓 피자 콘치즈포켓 (L),249,11.05,,
피자_케이준더블쉬림프 피자 포켓 피자 콘치즈포켓 (M),262,11.68,,
피자_케이준더블쉬림프 피자 프리미엄 오리지널 (L),218,12.52,,
피자_케이준더블쉬림프 피자 프리미엄 오리지널 (M),220,12.84,,
피자_케이준더블쉬림프 피자 프리첼 치즈 (L),225,10.46,,
피자_케이준더블쉬림프 피자 프리첼 치즈 (M),232,10.5,,
피자_케이준소시지 피자 (XL),262,14.74,,
피자_케이준쉬림프골드 피자 (F),242,16.14,,
피자_케이준쉬림프골드 피자 (L),258,16.05,,
피자_케이준쉬림프골드 피자 (R),263,16.34,,
피자_케이준치즈후라이 피자 (L),253,11.59,,
피자_케이준포테이토쉬림프 피자 (L),293,18.0,,
피자_코코에그마요 피자 (L),257,11.23,,
피자_코코에그마요 피자 (M),267,12.38,,
피자_콘 크림 피자,183,10.09,8.65,14.99
피자_콘마요 피자 (L),279,10.56,,
피자_콘마요피자,294,17.98,,
피자_콘마요피자,289,10.15,,
피자_콘치즈 피자,269,13.39,,33.04
피자_콘치즈 피자 (L),307,9.89,,
피자_콘치즈 피자 (R),314,10.01,,
피자_콘치즈피자,269,13.39,,
피자_콘콘콘,88,4.22,,
피자_콤비X콤비네이션 피자 (XL),259,14.17,,
피자_콤비네이션 1958 피자 씬 (L),302,15.19,,
피자_콤비네이션 1958 피자 오리지널 (L),267,13.33,,
피자_콤비네이션 1958 피자 오리지널 (M),281,14.45,,
피자_콤비네이션 1958 피자 오리지널 파마산 치즈 (L),271,13.9,,
피자_콤비네이션 1958 피자 오리지널 파마산 치즈 (M),287,15.09,,
피자_콤비네이션 1958 피자 팬 (L),294,12.11,,
피자_콤비네이션 1인피자,252,12.78,,
피자_콤비네이션 피자,263,10.79,,
피자_콤비네이션 피자,258,12.56,,
피자_콤비네이션 피자,226,12.0,,
피자_콤비네이션 피자,260,13.64,10.23,21.02
피자_콤비네이션 피자,252,14.77,5.68,42.61
피자_콤비네이션 피자,249,14.52,,27.42
피자_콤비네이션 피자 (J),232,14.17,,
피자_콤비네이션 피자 (L),237,13.79,,
피자_콤비네이션 피자 (L),301,17.65,11.69,31.36
피자_콤비네이션 피자 (L),262,15.5,,
피자_콤비네이션 피자 (L),251,11.66,,
피자_콤비네이션 피자 (L),248,12.67,,
피자_콤비네이션 피자 (L),245,13.31,,
피자_콤비네이션 피자 (L),244,11.9,,
피자_콤비네이션 피자 (L),326,7.9,,
피자_콤비네이션 피자 (L),259,15.0,,
피자_콤비네이션 피자 (L),240,14.1,,
피자_콤비네이션 피자 (R),244,12.82,,
피자_콤비네이션 피자 (XL),251,16.1,,
피자_콤비네이션 피자 (XL),272,13.16,,
피자_콤비네이션 피자 바이트 (L),243,12.57,,
피자_콤비네이션 피자 오리진 (L),243,10.98,,
피자_콤비네이션 피자 오리진 (M),258,13.33,,
피자_콤비네이션 피자 오리진 (R),261,13.33,,
피자_콤비네이션 피자 치즈캡 (L),245,12.25,,
피자_콤비네이션 피자 치즈캡 (M),259,14.63,,
피자_콤비네이션 피자 치즈캡 (R),261,14.29,,
피자_콤비네이션(R),189,12.1,,
피자_콤비네이션(XL),251,16.1,,
피자_콤비네이션+LA BBQ불고기 피자 씬 (L),301,15.51,,
피자_콤비네이션+LA BBQ불고기 피자 오리지날 (L),280,13.8,,
피자_콤비네이션+LA BBQ불고기 피자 오리지널 파마산엣지 (L),267,13.72,,
피자_콤비네이션+LA BBQ불고기 피자 팬 (L),294,12.33,,
피자_콤비네이션+페페로니 피자 씬 (L),318,14.96,,
피자_콤비네이션+페페로니 피자 오리지널 (L),269,12.73,,
피자_콤비네이션+페페로니 피자 오리지널 파마산엣지 (L),269,12.95,,
피자_콤비네이션+페페로니 피자 팬 (L),297,11.49,,
피자_콤비네이션리치골드 (L),252,11.47,,
피자_콤비네이션리치골드 (M),261,12.18,,
피자_콤비네이션바이트 피자,243,12.57,,
피자_콤비네이션바이트피자,243,12.57,,
피자_콤비네이션씬 (L),278,13.08,,
피자_콤비네이션오리지널 (L),246,11.91,,
피자_콤비네이션오리지널 (M),258,12.58,,
피자_콤비네이션치즈크러스트 (L),250,12.2,,
피자_콤비네이션치즈크러스트 (M),263,13.4,,
피자_콤비네이션치즈크러스트 골드 (L),256,12.76,,
피자_콤비네이션치즈크러스트 골드 (M),267,13.79,,
피자_콤비네이션팬 (L),280,10.84,,
피자_콤비네이션피자,274,10.68,14.36,25.54
피자_콤비네이션피자,249,14.52,,
피자_콤비네이션피자,245,13.32,,
피자_콤비네이션피자,249,13.09,,
피자_콤비네이션피자 (1인),249,13.24,,
피자_콤비네이션피자 (L),257,14.02,,
피자_콤비네이션피자 (L),243,12.19,,
피자_콤비네이션피자 (M),272,13.84,,
피자_콤비네이션피자 (R),243,12.13,,
피자_콤비네이션피자 (XL),243,12.29,,
피자_콤비네이션피자 리치골드크러스트 (L),261,13.95,,
피자_콤비네이션피자 리치골드크러스트 (M),272,13.81,,
피자_콤비네이션피자 치즈크러스트 (L),261,13.98,,
피자_콤비네이션피자 치즈크러스트 (M),274,13.82,,
피자_콤비네이션피자(L),248,12.67,,
피자_콤비네이션피자(M),248,12.67,,
피자_콤비네이션피자씬(L),260,15.43,,
피자_콰트로 피자 (L),227,11.39,,
피자_콰트로 피자 (M),236,12.83,,
피자_콰트로디트로이트 피자,279,16.16,14.14,23.23
피자_콰트로머쉬룸불고기피자(L),249,12.31,8.83,30.1
피자_콰트로머쉬룸불고기피자(P),249,12.31,8.83,30.1
피자_콰트로머쉬룸불고기피자(R),249,12.31,8.83,30.1
피자_콰트로미트 피자 (L),232,11.93,,
피자_콰트로치즈베이컨피자,294,17.98,,
피자_콰트로치즈피자(L),291,13.62,14.04,27.57
피자_콰트로치즈피자(P),291,13.62,14.04,27.57
피자_콰트로치즈피자(R),291,13.62,14.04,27.57
피자_콰트로피자 (L),315,15.72,,
피자_콰트로피자 (R),315,15.72,,
피자_콰트로피자 (XL),315,15.72,,
피자_큐브스테이크피자,257,16.15,,
피자_크랩&립하우스 피자 나폴리 (L),290,11.91,13.92,29.3
피자_크랩&립하우스 피자 나폴리 (M),276,11.43,13.08,28.22
피자_크랩&립하우스 피자 더블치즈 엣지 (L),277,12.46,12.06,29.6
피자_크랩&립하우스 피자 더블치즈 엣지 (M),279,12.55,12.76,28.39
피자_크랩&립하우스 피자 더블치즈 페퍼로니 엣지 (L),280,12.92,13.8,26.34
피자_크랩&립하우스 피자 더블치즈 페퍼로니 엣지 (M),281,12.92,13.7,26.0
피자_크랩&립하우스 피자 슈퍼시드 화이버 버스트 오리지널 (L),322,13.75,12.1,29.61
피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (L),270,11.0,10.0,33.73
피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (M),271,11.0,9.88,34.63
피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (L),321,14.3,13.0,28.33
피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (M),332,14.89,13.29,28.4
피자_크랩&립하우스 피자 씬 (L),322,11.7,19.72,24.25
피자_크랩&립하우스 피자 씬 (M),314,12.13,19.01,23.55
피자_크랩&립하우스 피자 오리지널 (L),275,11.4,11.37,31.67
피자_크랩&립하우스 피자 오리지널 (M),279,12.13,11.08,32.59
피자_크랩&립하우스 피자 치즈버스트 나폴리 (L),289,12.83,15.92,23.67
피자_크랩&립하우스 피자 치즈버스트 오리지널 (L),281,11.92,13.09,28.77
피자_크런치골드 피자 씬 (L),250,12.16,,
피자_크런치골드 피자 씬 (R),251,12.17,,
피자_크런치골드씬(L),251,12.16,,
피자_크런치골드씬(R),251,11.82,,
피자_크레이지불새 피자 (L),241,15.29,,
피자_크레이지불새피자,241,15.29,,
피자_크로스포테이토 피자 (L),263,12.19,,
피자_크리스피 더블치즈 디트로이트,235,11.94,,
피자_크리스피 치즈 트리플 피자 씬 (F),342,15.94,,
피자_크리스피 치즈 페퍼로니,323,14.64,,
피자_크리스피 치즈 페퍼로니 피자 씬 (F),324,14.66,,
피자_크리스피 치즈트리플,342,15.97,,
피자_크리스피핫치킨 피자 (L),255,17.17,,
피자_크림치즈고구마 피자 (L),288,19.0,,
피자_크림치즈고르곤졸라 피자 (L),323,3.15,,
피자_크림치즈마르게리따,137,6.12,,
피자_크림치즈볼 피자 골드스윗 (L),273,11.69,,
피자_크림치즈볼 피자 골드스윗 (R),269,10.81,,
피자_크림치즈볼 피자 리코타링 (L),275,11.97,,
피자_크림치즈볼 피자 리코타링 (R),275,10.78,,
피자_크림치즈볼 피자 석쇠 (L),269,11.54,,
피자_크림치즈볼 피자 석쇠 (R),269,11.35,,
피자_크림치즈볼 피자 씬바샤삭 (L),297,10.19,,
피자_크림치즈볼 피자 씬바샤삭 (R),293,10.39,,
피자_크림치즈볼 피자 치즈링 (L),266,12.41,,
피자_크림치즈볼 피자 치즈링 (R),265,12.38,,
피자_크림치즈포테이토 (L),275,7.1,,
피자_크림치즈포테이토 피자 (L),246,7.59,,
피자_클래식치즈 피자,279,14.71,,
피자_킬바사소세지 피자 (L),285,12.83,,
피자_킬바사소세지피자오리지널(L),285,12.83,,
피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (L),233,13.38,,
피자_킹 브레드 쉬림프 골드 칠리 피자 골드 칠리 (M),243,15.4,,
피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지 (L),229,13.74,,
피자_킹 브레드 쉬림프 골드 칠리 피자 노엣지 (M),242,16.16,,
피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (L),239,12.52,,
피자_킹 브레드 쉬림프 골드 칠리 피자 에그타르트 (M),250,14.6,,
피자_킹 브레드 쉬림프 골드 칠리 피자 치즈캡 (L),233,14.69,,
피자_킹 브레드 쉬림프 골드 칠리 피자 치즈캡 (M),245,16.99,,
피자_킹 브레드 쉬림프 골드 칠리 피자 크림치즈 (L),234,12.33,,
피자_킹 브레드 쉬림프 골드 칠리 피자 크림치즈 (M),244,14.37,,
피자_킹 브레드 쉬림프 골드 피자 골드 (L),233,13.38,,
피자_킹 브레드 쉬림프 골드 피자 골드 (M),243,15.41,,
피자_킹 브레드 쉬림프 골드 피자 골드 (R),280,17.39,,
피자_킹 브레드 쉬림프 골드 피자 노엣지 (L),229,13.74,,
피자_킹 브레드 쉬림프 골드 피자 노엣지 (M),242,16.16,,
피자_킹 브레드 쉬림프 골드 피자 노엣지 (R),242,16.22,,
피자_킹 브레드 쉬림프 골드 피자 에그타르트 (L),239,12.54,,
피자_킹 브레드 쉬림프 골드 피자 에그타르트 (M),250,14.62,,
피자_킹 브레드 쉬림프 골드 피자 에그타르트 (R),287,16.3,,
피자_킹 브레드 쉬림프 골드 피자 치즈캡 (L),233,14.68,,
피자_킹 브레드 쉬림프 골드 피자 치즈캡 (M),245,16.98,,
피자_킹 브레드 쉬림프 골드 피자 치즈캡 (R),245,17.31,,
피자_킹 브레드 쉬림프 골드 피자 크림치즈 (L),234,12.34,,
피자_킹 브레드 쉬림프 골드 피자 크림치즈 (M),244,14.39,,
피자_킹 브레드 쉬림프 골드 피자 크림치즈 (R),290,17.39,,
피자_킹새우통치킨 피자 (L),246,12.45,,
피자_킹소시지 피자,260,12.72,,
피자_킹쉬림프 (L),213,9.16,,
피자_킹쉬림프 (R),198,8.2,,
피자_킹쉬림프 피자 (L),233,10.06,,
피자_킹쉬림프 피자 (R),234,10.18,,
피자_킹크래미 피자 (XL),273,11.56,,
피자_타코골드 피자 (L),286,16.67,,
피자_탄탄불고기 피자 밀도우 (L),103,8.19,,
피자_탄탄불고기 피자 밀도우 (R),68,5.44,,
피자_탄탄불고기 피자 씬도우 (L),103,8.19,,
피자_탄탄불고기 피자 씬도우 (R),68,5.46,,
피자_탑치즈 피자 (L),327,17.67,,
피자_탑콤비네이션 피자 (L),219,10.02,,
피자_텍사스 폴드포크 (R),269,15.93,,
피자_텍사스 풀드포크 피자 (XL),259,15.32,,
피자_토핑농장 피자 (L),205,10.0,,
피자_토핑킹 피자 더블치즈크러스트 (L),257,14.46,,
피자_토핑킹 피자 더블치즈크러스트 (M),264,15.08,,
피자_토핑킹 피자 리치골드 (L),253,12.73,,
피자_토핑킹 피자 리치골드 M,258,12.88,,
피자_토핑킹 피자 프리미엄 오리지널 (L),257,13.59,,
피자_토핑킹 피자 프리미엄 오리지널 (M),260,13.76,,
피자_토핑킹 피자 프리첼 치즈 (L),255,11.32,,
피자_토핑킹 피자 프리첼 치즈 (M),262,11.28,,
피자_토핑킹&수퍼슈프림 피자 더블치즈크러스트 (L),252,13.95,,
피자_토핑킹&수퍼슈프림 피자 리치골드 (L),249,12.15,,
피자_토핑킹&수퍼슈프림 피자 프리미엄 오리지널 (L),250,12.83,,
피자_토핑킹&수퍼슈프림 피자 프리첼 치즈 (L),251,10.6,,
피자_통마늘 불고기 피자 밀도우 (L),104,7.37,,
피자_통마늘 불고기 피자 밀도우 (R),70,4.91,,
피자_통마늘 불고기 피자 씬도우 (L),105,7.35,,
피자_통마늘 불고기 피자 씬도우 (R),70,4.9,,
피자_통마늘 불고기 피자밀도우(L),104,7.37,,
피자_통마늘 불고기 피자밀도우(R),70,4.91,,
피자_통마늘 불고기 피자씬도우(L),105,7.35,,
피자_통마늘 불고기 피자씬도우(R),70,4.9,,
피자_통마늘불고기 피자 (L),184,11.74,,
피자_통마늘불고기 피자 (L),244,11.58,,
피자_통마늘소불고기피자씬(L),368,15.65,,
피자_통베이컨할라피뇨 피자 (L),259,14.66,,
피자_통베이컨할라피뇨 피자 (M),258,15.05,,
피자_통삼겹파인(R),280,13.19,,
피자_통삼겹파인(XL),282,13.45,,
피자_통삽겹파인 피자,282,13.45,,
피자_통새우 피자 (L),237,12.37,,
피자_통새우불고기 피자 (L),219,13.33,,
피자_통새우불고기(L),219,13.33,,
피자_통새우불고기(M),219,13.33,,
피자_통새우불고기(R),225,14.17,,
피자_통새우불고기(XL),234,14.18,,
피자_투움바파스타 피자 (L),233,10.68,,
피자_투움바파스타 피자바이트 (L),233,10.42,,
피자_투움바피자,233,10.68,,
피자_투움바피자바이트,233,10.42,,
피자_트러플 불고기크래프티드 플래츠 (P),262,13.03,,
피자_트러플머쉬룸 피자,226,10.42,7.29,29.57
피자_트러플머쉬룸피자,218,10.47,,
피자_트러플바질알리고피자 (L),262,12.33,,
피자_트러플바질알리고피자 (M),256,11.7,,
피자_트러플바질알리고피자 리치골드크러스트 (L),253,17.94,,
피자_트러플바질알리고피자 리치골드크러스트 (M),255,12.13,,
피자_트러플바질알리고피자 치즈크러스트 (L),270,12.24,,
피자_트러플바질알리고피자 치즈크러스트 (M),263,12.13,,
피자_트러플버섯 피자 (L),259,13.45,,
피자_트러플버섯 피자바이트 (L),253,12.53,,
피자_트러플베이컨 피자 (L),275,11.58,,
피자_트러플베지테리안 피자 오리진 (L),257,12.57,,
피자_트러플베지테리안 피자 오리진 (R),243,12.06,,
피자_트러플베지테리안 피자 치즈캡 (L),259,13.46,,
피자_트러플베지테리안 피자 치즈캡 (R),248,14.02,,
피자_트러플포테이토 피자,245,10.78,8.82,30.39
피자_트러플포테이토피자,245,10.94,,
피자_트리플 치즈 비프 피자,303,14.14,,
피자_트리플 치즈크래프티드 플래츠 (P),297,14.48,,
피자_트리플미트 피자 (L),199,9.12,,
피자_트리플바비큐 피자 (L),255,14.67,,
피자_트리플치즈프라이 피자 (L),284,10.22,,
피자_트리플치즈피자 (1인),268,14.87,,
피자_트리플콤보 피자 고구마크러스트 (L),225,11.72,,
피자_트리플콤보 피자 고구마크러스트 (R),227,10.19,,
피자_트리플콤보 피자 밀스크린 (L),231,13.18,,
피자_트리플콤보 피자 밀스크린 (R),228,10.23,,
피자_트리플콤보 피자 밀스크린고구마크러스트 (L),227,12.06,,
피자_트리플콤보 피자 밀스크린고구마크러스트 (R),224,10.2,,
피자_트리플콤보 피자 밀스크린체다크림크러스트 (L),230,12.06,,
피자_트리플콤보 피자 밀스크린체다크림크러스트 (R),228,10.2,,
피자_트리플콤보 피자 밀스크린치즈크러스트 (L),224,12.77,,
피자_트리플콤보 피자 밀스크린치즈크러스트 (R),219,11.0,,
피자_트리플콤보 피자 백미스크린 (L),225,12.8,,
피자_트리플콤보 피자 백미스크린 (R),221,10.47,,
피자_트리플콤보 피자 백미스크린치즈크러스트 (L),219,13.14,,
피자_트리플콤보 피자 백미스크린치즈크러스트 (R),214,11.34,,
피자_트리플콤보 피자 씬 (L),228,13.0,,
피자_트리플콤보 피자 씬 (R),231,11.11,,
피자_트리플콤보 피자 체다크림크러스트 (L),226,12.33,,
피자_트리플콤보 피자 체다크림크러스트 (R),230,10.19,,
피자_트리플콤보 피자 치즈크러스트 (L),222,13.1,,
피자_트리플콤보 피자 치즈크러스트 (R),222,10.91,,
피자_트리플콤보 피자 팬 (R),231,11.22,,
피자_트리플콤보 피자 흑미스크린 (L),221,12.8,,
피자_트리플콤보 피자 흑미스크린 (R),217,10.47,,
피자_트리플콤보 피자 흑미스크린치즈크러스트 (L),215,13.14,,
피자_트리플콤보 피자 흑미스크린치즈크러스트 (R),209,11.22,,
피자_트리플콤보고구마크러스트(L),225,11.92,,
피자_트리플콤보고구마크러스트(R),227,9.95,,
피자_트리플콤보밀스크린(L),231,12.83,,
피자_트리플콤보밀스크린(R),228,10.66,,
피자_트리플콤보밀스크린치즈크러스트(L),226,13.06,,
피자_트리플콤보밀스크린치즈크러스트(R),221,11.21,,
피자_트리플콤보백미스크린(L),225,12.82,,
피자_트리플콤보백미스크린(R),222,10.59,,
피자_트리플콤보백미치즈크러스트(L),220,13.05,,
피자_트리플콤보백미치즈크러스트(R),215,11.16,,
피자_트리플콤보씬(L),228,13.45,,
피자_트리플콤보씬(R),231,10.66,,
피자_트리플콤보체다크림크러스트(L),227,12.34,,
피자_트리플콤보체다크림크러스트(R),229,10.41,,
피자_트리플콤보치즈크러스트(L),223,13.1,,
피자_트리플콤보치즈크러스트(R),224,11.29,,
피자_트리플콤보팬(L),228,12.88,,
피자_트리플콤보팬(R),230,10.8,,
피자_트리플콤보흑미스크린(L),220,12.74,,
피자_트리플콤보흑미스크린(R),217,10.52,,
피자_트리플콤보흑미치즈크러스트(L),215,12.98,,
피자_트리플콤보흑미치즈크러스트(R),211,11.1,,
피자_트윈폴더 피자 씬 (L),241,13.53,,
피자_트윈폴더 피자 씬 (R),242,13.21,,
피자_파스트라미 피자 (L),137,3.57,,
피자_파인애플 (L),206,7.86,,
피자_파인애플 (R),199,7.94,,
피자_파인애플 피자,219,9.32,,28.81
피자_파인애플 피자 (L),241,12.79,,
피자_파인애플 피자 (L),235,8.66,,
피자_파인애플 피자 (L),308,5.84,,
피자_파인애플 피자 (R),227,8.37,,
피자_파인애플떡갈비 피자 (L),241,11.89,,
피자_파인애플떡갈비 피자 (R),240,12.2,,
피자_파인애플피자,220,9.32,,
피자_팔도 피자 (L),226,13.68,,
피자_팔도 피자 (R),226,13.15,,
피자_팔도피자 (L),226,13.16,,
피자_팔도피자 (XL),225,13.24,,
피자_팔자피자 (L),256,10.98,,
피자_팔자피자 (R),242,10.83,,
피자_팔자피자 (XL),270,10.98,,
피자_패티크러쉬 피자 (L),254,13.15,,
피자_퍼펙트골드 피자 고구마크러스트 (L),217,13.1,,
피자_퍼펙트골드 피자 고구마크러스트 (R),217,11.3,,
피자_퍼펙트골드 피자 밀스크린고구마크러스트 (L),219,11.35,,
피자_퍼펙트골드 피자 밀스크린고구마크러스트 (R),213,11.43,,
피자_퍼펙트골드고구마크러스트(L),215,11.39,,
피자_퍼펙트골드고구마크러스트(R),217,11.21,,
피자_퍼펙트골드밀스크린고구마크러스트(L),217,11.3,,
피자_퍼펙트골드밀스크린고구마크러스트(R),214,11.13,,
피자_펍스리라차 피자,241,12.36,,
피자_페스티벌 피자 골드스윗 (L),261,13.82,,
피자_페스티벌 피자 골드스윗 (R),257,12.98,,
피자_페스티벌 피자 리코타링 (L),260,14.29,,
피자_페스티벌 피자 리코타링 (R),259,14.17,,
피자_페스티벌 피자 석쇠 (L),251,14.0,,
피자_페스티벌 피자 석쇠 (R),251,14.02,,
피자_페스티벌 피자 씬바샤삭 (L),278,13.95,,
피자_페스티벌 피자 씬바샤삭 (R),280,15.57,,
피자_페스티벌 피자 치즈링 (L),250,14.78,,
피자_페스티벌 피자 치즈링 (R),249,15.32,,
피자_페이보릿포 피자,225,9.2,,
피자_페이보릿포 피자 (L),256,10.64,,
피자_페파로니 시카고 피자,288,14.97,10.88,25.17
피자_페파로니 피자 (L),294,14.94,,
피자_페파로니 피자 (L),287,17.65,,
피자_페파로니 피자 (XL),273,10.61,,
피자_페파로니 피자 고구마크러스트 (L),244,11.67,,
피자_페파로니 피자 고구마크러스트 (R),243,10.87,,
피자_페파로니 피자 밀스크린 (L),254,13.46,,
피자_페파로니 피자 밀스크린 (R),251,12.5,,
피자_페파로니 피자 밀스크린고구마크러스트 (L),247,12.07,,
피자_페파로니 피자 밀스크린고구마크러스트 (R),243,10.98,,
피자_페파로니 피자 밀스크린체다크림크러스트 (L),251,12.93,,
피자_페파로니 피자 밀스크린체다크림크러스트 (R),246,12.2,,
피자_페파로니 피자 밀스크린치즈크러스트 (L),244,12.93,,
피자_페파로니 피자 밀스크린치즈크러스트 (R),237,13.1,,
피자_페파로니 피자 백미스크린 (L),248,13.0,,
피자_페파로니 피자 백미스크린 (R),243,12.86,,
피자_페파로니 피자 백미스크린치즈크러스트 (L),238,13.39,,
피자_페파로니 피자 백미스크린치즈크러스트 (R),232,12.35,,
피자_페파로니 피자 씬 (L),260,13.33,,
피자_페파로니 피자 씬 (R),259,12.5,,
피자_페파로니 피자 체다크림크러스트 (L),245,12.4,,
피자_페파로니 피자 체다크림크러스트 (R),248,11.96,,
피자_페파로니 피자 치즈크러스트 (L),241,13.33,,
피자_페파로니 피자 치즈크러스트 (R),241,12.9,,
피자_페파로니 피자 팬 (L),250,12.96,,
피자_페파로니 피자 팬 (R),251,12.2,,
피자_페파로니 피자 흑미스크린 (L),242,13.0,,
피자_페파로니 피자 흑미스크린 (R),237,12.86,,
피자_페파로니 피자 흑미스크린치즈크러스트 (L),233,13.39,,
피자_페파로니 피자 흑미스크린치즈크러스트 (R),227,12.35,,
피자_페파로니 피자바이트 (L),280,13.77,,
피자_페파로니고구마크러스트(L),244,12.04,,
피자_페파로니고구마크러스트(R),245,11.43,,
피자_페파로니밀스크린(L),255,13.18,,
피자_페파로니밀스크린(R),250,12.68,,
피자_페파로니밀스크린치즈크러스트(L),246,13.42,,
